Time / Date,Area,Description,Device
2023-11-15 오전 8:02,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-14 오후 8:10,UL01, ,                    
2023-11-14 오후 8:07,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-14 오후 7:54,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-14 오후 7:52,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-14 오후 6:25,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-14 오후 3:39,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-14 오후 3:10,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-14 오후 2:00,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-14 오후 1:13,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-14 오전 11:39,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-14 오전 10:42,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-14 오전 9:27,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-14 오전 9:05,UL01, ,                    
2023-11-14 오전 8:40,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-14 오전 7:04,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-14 오전 6:24,UL01,101131 Safety Fault: Safety Module Passivated | Aisle 1,                    
2023-11-14 오전 6:24,UL01,"101191 Y Current Position is Out of Range | SRM 1, Aisle 1",                    
2023-11-14 오전 6:10,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-14 오전 5:56,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-14 오전 5:44,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-14 오전 5:29,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-14 오전 5:05,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-14 오전 4:57,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-14 오전 3:31,UL01, ,                    
2023-11-14 오전 3:24,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-13 오후 10:43,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-13 오후 10:17,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-13 오후 8:01,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-13 오후 7:38,UL01,200102 SRM Logging Tool is not connected to the PLC | Aisle 1,                    
2023-11-13 오후 7:26,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-13 오후 7:19,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-13 오후 7:19,UL01,200102 SRM Logging Tool is not connected to the PLC | Aisle 1,                    
2023-11-13 오후 7:08,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-13 오후 6:44,UL01, ,                    
