Time / Date,Area,Description,Device
2023-11-22 오전 9:11,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-22 오전 8:55,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-22 오전 8:52,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-22 오전 8:28,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-22 오전 8:23,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-22 오전 6:20,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-22 오전 5:14,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-22 오전 4:09,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-22 오전 4:09,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-22 오전 3:00,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-22 오전 2:27,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-22 오전 1:33,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-22 오전 12:45,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-22 오전 12:18,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-22 오전 12:10,UL01, ,                    
2023-11-21 오후 11:45,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-21 오후 11:35,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-21 오후 11:17,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-21 오후 10:29,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-21 오후 9:52,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-21 오후 9:28,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-21 오후 9:06,UL01, ,                    
2023-11-21 오후 8:33,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-21 오후 8:33,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-21 오후 8:19,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-21 오후 7:47,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-21 오후 7:35,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1,                    
2023-11-21 오후 7:28,UL01, ,                    
2023-11-21 오후 7:27,UL01, ,                    
2023-11-21 오후 7:19,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-21 오후 7:14,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
