Time / Date,Area,Description,Device
2023-11-09 오전 1:49,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-09 오전 1:01,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-09 오전 1:01,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-09 오전 12:58,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-09 오전 12:49,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-09 오전 12:21,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-09 오전 12:18,RP01,[Lift 1 (Belt)] Transmission Failure Digital Alarm,P01PA1_PB1
2023-11-08 오후 11:38,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-08 오후 11:05,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-08 오후 10:56,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-08 오후 10:53,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-08 오후 10:28,RP01,[Topography Checker] Range Check Does Not Return Any Results Digital Alarm,RP1_LOAD_APP
2023-11-08 오후 10:22,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-08 오후 10:10,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-08 오후 9:58,RP01,Location Occupancy Failure Digital Alarm,P01AC1
2023-11-08 오후 9:58,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:57,RP01,Location Occupancy Failure Digital Alarm,P01AC1
2023-11-08 오후 9:57,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:57,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:56,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:54,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:35,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:28,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:28,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:27,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:13,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:13,RP01,Location Occupancy Failure Digital Alarm,P01AC1
2023-11-08 오후 9:12,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:11,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:11,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:05,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 9:04,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 8:51,RP01,Location Occupancy Failure Digital Alarm,P01BA1
2023-11-08 오후 8:20,RP01,[Lift 1 (Belt)] Transmission Failure Digital Alarm,P01PA1_PB1
2023-11-08 오후 7:34,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-08 오후 7:13,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-08 오후 7:13,RP01,Your Data Occupation Failure Digital Alarm,P01AA1
2023-11-08 오후 7:06,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-08 오후 7:03,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-08 오후 6:55,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-08 오후 6:41,RP01,Sliding Blade Is Lost Digital Alarm,P01MA1
