,Time / Date,Active Time/Date,Area,Description,Device
26,2023-09-04 오전 8:38,2023-09-04 오전 8:38,MSAI04,Order repair timeout                                                                                            ,LV12SH01            
47,2023-09-04 오전 8:33,2023-09-04 오전 8:33,MSAI04,Order repair timeout                                                                                            ,LV15SH01            
55,2023-09-04 오전 8:31,2023-09-04 오전 8:31,MSAI04,Maintenance Level Safety Barrier Tripped                                                                        ,ML02                
58,2023-09-04 오전 8:31,2023-09-04 오전 8:31,MSAI04,Maintenance Level Rear Gate Open                                                                                ,ML02                
61,2023-09-04 오전 8:30,2023-09-04 오전 8:30,MSAI04,Load Runtime Fault on Conveyor                                                                                  ,LL08RI11            
84,2023-09-04 오전 8:28,2023-09-04 오전 8:28,MSAI04,Maintenance Level Safety Barrier Tripped                                                                        ,ML04                
87,2023-09-04 오전 8:27,2023-09-04 오전 8:27,MSAI04,Maintenance Level Rear Gate Open                                                                                ,ML04                
95,2023-09-04 오전 8:25,2023-09-04 오전 8:25,MSAI04,Load Runtime Fault on Conveyor                                                                                  ,LL08RI11            
98,2023-09-04 오전 8:25,2023-09-04 오전 8:25,MSAI04,Load Runtime Fault on Conveyor                                                                                  ,LL08RI11            
123,2023-09-04 오전 8:23,2023-09-04 오전 8:23,MSAI04,Maintenance Level Safety Barrier Tripped                                                                        ,ML03                
132,2023-09-04 오전 8:22,2023-09-04 오전 8:22,MSAI04,Maintenance Level Rear Gate Open                                                                                ,ML03                
144,2023-09-04 오전 8:20,2023-09-04 오전 8:20,MSAI04,Load Runtime Fault on Conveyor                                                                                  ,EL01LO04            
145,2023-09-04 오전 8:20,2023-09-04 오전 8:20,MSAI04,"Logical Load Presence, No Data Present                                                                          ",EL01LO03            
147,2023-09-04 오전 8:20,2023-09-04 오전 8:20,MSAI04,"Sensor Blocked, No Logical Load Presence                                                                        ",LL08RI11            
154,2023-09-04 오전 8:20,2023-09-04 오전 8:20,MSAI04,Load Runtime Fault on Conveyor                                                                                  ,EL01LO04            
155,2023-09-04 오전 8:20,2023-09-04 오전 8:20,MSAI04,Rack Conveyor Gap Sensor Blocked                                                                                ,LL08RI11            
483,2023-09-04 오전 7:22,2023-09-04 오전 7:22,MSAI04,Motor Stalled                                                                                                   ,EL01LO04            
732,2023-09-04 오전 2:03,2023-09-04 오전 2:03,MSAI04,Gap between loads too small                                                                                     ,LV15SH01            
1636,2023-09-03 오전 2:06,2023-09-03 오전 2:06,MSAI04,Gap between loads too small                                                                                     ,LV12SH01            
4735,2023-09-02 오후 4:45,2023-09-02 오후 4:45,MSAI04,Motor Stalled                                                                                                   ,LL15RI12            
6093,2023-09-02 오후 1:42,2023-09-02 오후 1:42,MSAI04,Load Runtime Fault on Conveyor                                                                                  ,EL01LO04            
6096,2023-09-02 오후 1:42,2023-09-02 오후 1:42,MSAI04,"Logical Load Presence, No Data Present                                                                          ",EL01LO04            
6101,2023-09-02 오후 1:41,2023-09-02 오후 1:41,MSAI04,Load Runtime Fault on Conveyor                                                                                  ,EL01LO04            
6108,2023-09-02 오후 1:41,2023-09-02 오후 1:41,MSAI04,Load Runtime Fault on Conveyor                                                                                  ,EL01LO03            
6348,2023-09-02 오후 12:20,2023-09-02 오후 12:20,MSAI04,Load Runtime Fault on Conveyor                                                                                  ,EL01LO04            
