Time / Date,Area,Description,Device
2023-11-04 오전 2:25,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-04 오전 2:20,RP01,Your Data Occupation Failure Digital Alarm,P01TA1
2023-11-04 오전 2:15,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-04 오전 1:55,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-04 오전 1:48,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-04 오전 1:11,RP01,[Topography Checker] Range Check Does Not Return Any Results Digital Alarm,RP1_LOAD_APP
2023-11-04 오전 12:55,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-04 오전 12:52,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-04 오전 12:50,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-04 오전 12:00,RP01,[Sliding Plates] Home Position Failure Digital Alarm,P01HA1
2023-11-03 오후 11:43,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오후 11:42,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오후 11:39,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오후 11:37,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오후 11:37,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오후 11:34,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오후 11:33,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오후 11:31,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오후 11:25,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오후 11:24,RP01,[Cylinder] Run Time Failure Digital Alarm,P01MA1
2023-11-03 오후 11:11,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오후 10:55,RP01,Sequence Error Digital Alarm,RP1_SH_APP
2023-11-03 오후 10:25,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오후 10:16,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오후 9:47,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오후 9:36,RP01,[Z Axis] Unit Failure Digital Alarm,P01GA1_GB1
2023-11-03 오후 9:36,RP01,[Z Axis] Unit Failure Digital Alarm,P01GA2_GB2
2023-11-03 오후 9:35,RP01,[Z Axis] Unit Failure Digital Alarm,P01DA1_DB1
2023-11-03 오후 8:41,RP01,[Topography Checker] Range Check Does Not Return Any Results Digital Alarm,RP1_LOAD_APP
2023-11-03 오후 8:20,RP01,No Objects Found In The Given ROI Digital Alarm,P01NA1_CAM
2023-11-03 오후 8:17,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오후 7:23,RP01,[X Axis] Execution Time Digital Alarm,P01MA1
2023-11-03 오전 8:01,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오전 3:26,RP01,[Sliding Plates] Home Position Failure Digital Alarm,P01HA1
2023-11-03 오전 3:17,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오전 2:25,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오전 2:11,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오전 2:03,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오전 1:56,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오전 1:55,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오전 1:48,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오전 1:40,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오전 1:37,RP01,[Topography Checker] Range Check Does Not Return Any Results Digital Alarm,RP1_LOAD_APP
2023-11-03 오전 1:35,RP01,No Objects Found In The Given ROI Digital Alarm,P01NA1_CAM
2023-11-03 오전 1:30,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오전 1:23,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오전 1:18,RP01,[Lift 1 (Belt)] Transmission Failure Digital Alarm,P01PA1_PB1
2023-11-03 오전 1:17,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오전 1:16,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오전 1:04,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오전 12:54,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오전 12:38,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오전 12:36,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-03 오전 12:31,RP01,[Topography Checker] Range Check Does Not Return Any Results Digital Alarm,RP1_LOAD_APP
2023-11-03 오전 12:29,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오전 12:29,RP01,[Topography Checker] Range Check Does Not Return Any Results Digital Alarm,RP1_LOAD_APP
2023-11-03 오전 12:28,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-03 오전 12:26,RP01,[Z Axis] Unit Failure Digital Alarm,P01GA1_GB1
2023-11-02 오후 11:54,RP01,[X Axis] Execution Time Digital Alarm,P01MA1
2023-11-02 오후 11:49,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 11:41,RP01,Sequence Error Digital Alarm,RP1_SH_APP
2023-11-02 오후 11:38,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 11:27,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 11:26,RP01,Sequence Error Digital Alarm,RP1_SH_APP
2023-11-02 오후 11:23,RP01,Sequence Error Digital Alarm,RP1_SH_APP
2023-11-02 오후 10:10,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 9:50,RP01,[Topography Checker] Range Check Does Not Return Any Results Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 9:43,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 9:40,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 9:40,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 9:37,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 9:37,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 9:32,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 9:03,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 9:02,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 9:01,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 9:01,RP01,[Topography Checker] Range Check Does Not Return Any Results Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 8:29,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 8:25,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 8:23,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 8:00,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 7:58,RP01,[Topography Checker] Range Check Does Not Return Any Results Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 7:35,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 7:20,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 7:12,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 6:59,RP01,Pusher Is Not In Home Position Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 6:55,RP01,Pusher Is Not In Home Position Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 6:55,RP01,[X Axis] Drive Failure Digital Alarm,P01DA2_DB2
2023-11-02 오후 6:49,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2023-11-02 오후 6:46,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2023-11-02 오후 6:42,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
