Time / Date,Area,Description,Device
2023-11-04 오후 8:58,UL01, ,                    
2023-11-04 오후 8:46,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오후 8:32,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오후 8:09,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오후 6:52,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오후 6:52,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오후 4:51,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오후 4:38,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오전 11:39,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오전 11:31,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오전 10:14,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오전 10:14,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오전 6:10,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오전 4:48,UL01, ,                    
2023-11-04 오전 4:13,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-04 오전 12:12,UL01, ,                    
2023-11-03 오후 11:34,UL01, ,                    
2023-11-03 오후 10:36,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오후 9:06,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오후 8:44,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오후 7:01,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오후 5:10,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오후 5:03,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오후 4:28,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오후 4:18,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오후 3:58,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오후 1:48,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오후 12:58,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오전 9:08,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오전 8:01,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오전 6:19,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오전 5:44,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오전 4:08,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-03 오전 12:06,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-02 오후 11:05,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-02 오후 10:54,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-02 오후 10:12,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-02 오후 6:11,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-02 오후 5:13,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-02 오후 4:53,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-02 오후 3:07,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-02 오후 2:34,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-02 오전 11:40,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-02 오전 11:27,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-02 오전 10:31,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
